Density,Segment_Size,Dim,Dropout,Emb_Dropout,Layer_Dropout,Total_Test_Accuracy,Total_Test_Variance,Subject_1_Accuracy,Subject_2_Accuracy,Subject_3_Accuracy,Subject_4_Accuracy,Subject_5_Accuracy,Subject_6_Accuracy,Subject_7_Accuracy,Subject_8_Accuracy,Subject_9_Accuracy,Subject_1_Variance,Subject_2_Variance,Subject_3_Variance,Subject_4_Variance,Subject_5_Variance,Subject_6_Variance,Subject_7_Variance,Subject_8_Variance,Subject_9_Variance
20,2,128,0.2,0.1,0.1,0.6712182760238647,0.22068432588004855,0.6236842274665833,0.5146938562393188,0.5343478322029114,0.7338762283325195,0.6417582631111145,0.7290836572647095,0.6612069010734558,0.8369565606117249,0.7493877410888672,0.23470221606648198,0.24978408996251564,0.24882022684310018,0.1953019130176448,0.22990460089361184,0.1975206742750115,0.22401233650416172,0.1364603024574669,0.18780574760516447
10,5,128,0.1,0.1,0.2,0.6710396409034729,0.22074541609344805,0.6179824471473694,0.5195918083190918,0.5334782600402832,0.7550488710403442,0.639194130897522,0.7250996232032776,0.6258620619773865,0.8669565320014954,0.7346938848495483,0.2360801400430901,0.24961615993336106,0.24887920604914934,0.1849500790459315,0.23062499161400257,0.19933016936239106,0.2341587395957194,0.11534291115311911,0.1949187838400666
10,5,128,0.2,0.1,0.1,0.6707720160484314,0.22083693194116147,0.6092105507850647,0.49918368458747864,0.510869562625885,0.7482084631919861,0.6545787453651428,0.7350597977638245,0.6336206793785095,0.8556522130966187,0.7665306329727173,0.23807306094182823,0.24999933361099544,0.2498818525519849,0.18839255588918716,0.22610540863288114,0.1947469087792257,0.23214551129607608,0.12351153119092628,0.17896143273635984
10,2,256,0.1,0.2,0.1,0.6707719564437866,0.22083693194116147,0.6171053051948547,0.5224489569664001,0.5056521892547607,0.7283387780189514,0.6487179398536682,0.7247012257575989,0.6435344815254211,0.8726087212562561,0.7575510144233704,0.23628635734072023,0.24949604331528533,0.24996805293005675,0.1978614096701291,0.22788297172912556,0.19950937286709733,0.2293978522592152,0.11116275992438565,0.18366747188671387
20,5,256,0.1,0.2,0.1,0.6707273721694946,0.22085217064400198,0.6100877523422241,0.5069387555122375,0.5247825980186462,0.7508143186569214,0.6278388500213623,0.6996015906333923,0.6413792967796326,0.9039130806922913,0.754693865776062,0.2378806940597107,0.24995185339441897,0.24938582230623815,0.18709217073921205,0.23365723409679454,0.21015920382216155,0.23001189060642088,0.08685425330812856,0.18513102873802578
5,5,256,0.1,0.1,0.2,0.6704595685005188,0.22094351923037484,0.6307017803192139,0.4902040958404541,0.5186956524848938,0.7345276474952698,0.6578754782676697,0.7310757040977478,0.6586207151412964,0.854347825050354,0.740408182144165,0.23291705140043087,0.24990403998334024,0.249650472589792,0.19499676389139411,0.2250753398006145,0.1966040221583784,0.22483947681331748,0.124437618147448,0.1922039150354019
10,5,256,0.2,0.2,0.1,0.6704150438308716,0.22095873005632527,0.6184210777282715,0.5155102014541626,0.5365217328071594,0.7306188941001892,0.6406593322753906,0.7067729234695435,0.6318965554237366,0.8813043832778931,0.7583673596382141,0.23597645429362885,0.24975943356934616,0.24866616257088847,0.19681492641831744,0.23021494988527957,0.207244964365645,0.2326032996432818,0.10460699432892252,0.1832463140358184
20,5,128,0.2,0.1,0.2,0.6703703999519348,0.2209739368998628,0.621052622795105,0.508571445941925,0.5278260707855225,0.7397394180297852,0.6329670548439026,0.7219123840332031,0.6508620381355286,0.8726087212562561,0.7424489855766296,0.23534626038781167,0.24992653061224493,0.24922570888468806,0.19252501352799495,0.23231976814394398,0.20075490865224363,0.22724063614744353,0.11116275992438564,0.1912184922948771
10,2,256,0.1,0.1,0.2,0.6699687242507935,0.2211106192831219,0.6434210538864136,0.5102040767669678,0.5130434632301331,0.742019534111023,0.660805881023407,0.7095617651939392,0.637499988079071,0.8591304421424866,0.7342857122421265,0.22943040166204992,0.24989587671803412,0.24982986767485826,0.19142654033464548,0.22414147513048613,0.20608387168457643,0.23109374999999996,0.12102533081285442,0.19511020408163268
10,5,128,0.2,0.2,0.1,0.6699241399765015,0.2211257863025308,0.6188596487045288,0.5069387555122375,0.5034782886505127,0.7413680553436279,0.6384615302085876,0.7318724989891052,0.6568965315818787,0.8530434966087341,0.7591836452484131,0.2358723838104032,0.24995185339441897,0.2499879017013233,0.19174145083767466,0.2308284023668639,0.1962351391247758,0.2253834720570749,0.1253603024574669,0.18282382340691378
10,5,128,0.2,0.1,0.2,0.6697903275489807,0.22117126346628027,0.6162281036376953,0.5175510048866272,0.5126087069511414,0.731596052646637,0.6516483426094055,0.7270916700363159,0.6353448033332825,0.859565258026123,0.7579591870307922,0.23649103570329325,0.24969196168263222,0.24984102079395085,0.19636325053846726,0.22700277744233788,0.19842939000968238,0.2316817776456599,0.12071285444234406,0.18345705955851727
10,5,256,0.2,0.2,0.2,0.6697010397911072,0.22120156166338215,0.6241227984428406,0.5061224699020386,0.5421739220619202,0.7384364604949951,0.6446886658668518,0.7007968425750732,0.6418103575706482,0.8778260946273804,0.7363265156745911,0.23459352877808556,0.24996251561849225,0.24822136105860113,0.19314804401107702,0.22906519609816312,0.2096806399898414,0.22988982609988104,0.10724744801512286,0.19414977092877966
5,5,128,0.1,0.2,0.2,0.6696563959121704,0.2212167047883139,0.6460526585578918,0.4983673393726349,0.48739132285118103,0.7719869613647461,0.6406593322753906,0.7155378460884094,0.6465517282485962,0.8221739530563354,0.7697958946228027,0.22866862880886424,0.24999733444398167,0.24984102079395085,0.17602308777811967,0.23021494988527955,0.20354343581847906,0.22852259215219978,0.14620396975425332,0.17721016243231985
20,2,256,0.1,0.2,0.2,0.6696117520332336,0.22123184393083262,0.6048246026039124,0.522040843963623,0.5269565582275391,0.7462540864944458,0.6285714507102966,0.7047808766365051,0.6439655423164368,0.8808695673942566,0.7510204315185547,0.23901181132656202,0.24951420241566022,0.24927334593572772,0.18935893219026198,0.233469387755102,0.20806479262233937,0.22927392984542214,0.1049383742911153,0.18698875468554768
5,5,128,0.1,0.1,0.1,0.6694332361221313,0.2212923606767792,0.6407895088195801,0.4938775599002838,0.5121739506721497,0.7397394180297852,0.6597069501876831,0.7398406267166138,0.6306034326553345,0.845652163028717,0.741224467754364,0.23017832409972297,0.24996251561849234,0.24985179584120987,0.19252501352799498,0.22449368702115954,0.1924764686274821,0.23294273929845422,0.13052457466918718,0.19181074552269886
20,5,256,0.1,0.1,0.2,0.6688085198402405,0.2215036675035707,0.6026315689086914,0.5106122493743896,0.5343478322029114,0.7439739108085632,0.6351648569107056,0.6876494288444519,0.6465517282485962,0.8891304731369019,0.7530612349510193,0.2394667590027701,0.2498873802582257,0.24882022684310023,0.19047671593332555,0.23173046733486294,0.21478770178251136,0.22852259215219978,0.09857750472589791,0.1859600166597251
5,2,256,0.2,0.2,0.1,0.6684515476226807,0.22162406380940491,0.6219298243522644,0.5122448801994324,0.54347825050354,0.7136807441711426,0.6399267315864563,0.7306773066520691,0.6426724195480347,0.8704348206520081,0.7314285635948181,0.23513311788242536,0.24985006247396915,0.24810964083175804,0.20434052350688073,0.23042050745347453,0.19678798749226203,0.22964458234244944,0.1127780718336484,0.19644081632653057
5,2,256,0.1,0.1,0.2,0.6680946350097656,0.2217442052408155,0.6232456564903259,0.4983673393726349,0.5308696031570435,0.7465797662734985,0.6395604610443115,0.7027888298034668,0.6456896662712097,0.8626087307929993,0.7448979616165161,0.23481051862111418,0.24999733444398164,0.2490470699432892,0.18919839998302368,0.2305228837096969,0.20887668449707147,0.22877452437574317,0.11851493383742909,0.1900249895876718
5,5,256,0.2,0.2,0.1,0.6677376627922058,0.2218640917978026,0.6302631497383118,0.4963265359401703,0.532608687877655,0.7384364604949951,0.6289377212524414,0.7215139269828796,0.629741370677948,0.8773913383483887,0.7395918369293213,0.23303150969529085,0.24998650562265728,0.2489366729678639,0.19314804401107702,0.23337506205638076,0.20093157251472196,0.23316717449464922,0.1075758034026465,0.1925957517700958
5,5,128,0.1,0.2,0.1,0.6673805713653564,0.22198372348036602,0.6324561238288879,0.518367350101471,0.5113043785095215,0.7413680553436279,0.622710645198822,0.7151394486427307,0.6525862216949463,0.8617391586303711,0.7351020574569702,0.23245537088334872,0.2496626405664306,0.24987221172022683,0.19174145083767466,0.2349421030739712,0.20371502039650166,0.22671744946492267,0.11914480151228733,0.19472703040399833
10,5,256,0.1,0.2,0.2,0.667336106300354,0.2219986595198285,0.6140351295471191,0.5081632733345032,0.5243478417396545,0.7410423159599304,0.6315018534660339,0.7051792740821838,0.6465517282485962,0.8765217661857605,0.7424489855766296,0.2369959987688519,0.24993336109954187,0.24940718336483933,0.19189858778342475,0.2327072683116639,0.2079014618815575,0.22852259215219972,0.10823137996219281,0.1912184922948771
5,5,256,0.2,0.2,0.2,0.6672021150588989,0.22204344374373888,0.6083333492279053,0.5248979330062866,0.5247825980186462,0.723127007484436,0.6307692527770996,0.6916334629058838,0.6487069129943848,0.8743478655815125,0.7665306329727173,0.23826388888888883,0.24938009162848815,0.24938582230623815,0.20021432588144172,0.23289940828402364,0.21327661465691017,0.22788625891795483,0.10986370510396974,0.17896143273635984
10,5,256,0.2,0.1,0.2,0.6671130061149597,0.22207327998094814,0.6105263233184814,0.5106122493743896,0.5278260707855225,0.7413680553436279,0.6194139122962952,0.7111554145812988,0.6456896662712097,0.8826087117195129,0.7400000095367432,0.2377839335180055,0.2498873802582257,0.24922570888468806,0.19174145083767472,0.235740315850206,0.2054134061364105,0.22877452437574317,0.10361058601134217,0.19240000000000002
5,2,256,0.1,0.2,0.1,0.6668898463249207,0.22214780088174607,0.6302631497383118,0.5036734938621521,0.530434787273407,0.7250814437866211,0.6355311274528503,0.723505973815918,0.6400862336158752,0.859565258026123,0.7408163547515869,0.23303150969529085,0.24998650562265723,0.24907372400756142,0.19933834841748987,0.2316313113016409,0.20004507864954524,0.2303758546373365,0.12071285444234406,0.19200749687630156
5,5,128,0.1,0.1,0.2,0.6661312580108643,0.22240042723325248,0.6258772015571594,0.5061224699020386,0.5113043785095215,0.7361563444137573,0.6142857074737549,0.7302789092063904,0.6465517282485962,0.859565258026123,0.7502040863037109,0.23415493228685746,0.24996251561849225,0.24987221172022683,0.1942301775085147,0.2369387755102041,0.19697163537086712,0.22852259215219972,0.12071285444234406,0.1873979175343607
5,2,256,0.1,0.2,0.2,0.6651941537857056,0.22271090609649669,0.6171053051948547,0.5077551007270813,0.5278260707855225,0.7247557044029236,0.636996328830719,0.7270916700363159,0.6439655423164368,0.8504347801208496,0.7359183430671692,0.23628635734072023,0.24993985839233657,0.24922570888468806,0.19948487517108934,0.23123200364958604,0.19842939000968238,0.22927392984542214,0.12719546313799623,0.19434252394835486
20,2,256,0.1,0.2,0.1,0.6649709939956665,0.22278457077852787,0.607894778251648,0.5036734938621521,0.5643478631973267,0.7250814437866211,0.6157509088516235,0.675298810005188,0.6318965554237366,0.8952174186706543,0.7579591870307922,0.23835872576177283,0.24998650562265728,0.24585935727788277,0.19933834841748987,0.2366017255028244,0.21927032904239618,0.2326032996432818,0.09380321361058602,0.18345705955851727
10,5,256,0.1,0.2,0.1,0.664837121963501,0.2228287217987922,0.6192982792854309,0.5179591774940491,0.5117391347885132,0.7345276474952698,0.6252747178077698,0.6964143514633179,0.6301724314689636,0.8856521844863892,0.7477551102638245,0.23576792859341333,0.24967746772178265,0.2498621928166351,0.19499676389139411,0.2343062432073421,0.2114214060094284,0.23305514268727703,0.10127240075614366,0.18861740941274469
20,5,256,0.2,0.1,0.1,0.6632753014564514,0.22334116873065168,0.6048246026039124,0.5138775706291199,0.539130449295044,0.7400651574134827,0.6036630272865295,0.6760956048965454,0.636206865310669,0.9117391705513,0.7330611944198608,0.23901181132656196,0.24980741357767597,0.24846880907372407,0.19236872539761696,0.23925398167156414,0.21899033348677005,0.23144768133174792,0.08047088846880905,0.19568246563931696
5,5,128,0.2,0.1,0.1,0.6631860733032227,0.22337030406319613,0.6140351295471191,0.5179591774940491,0.4965217411518097,0.7162866592407227,0.6333333253860474,0.7139442563056946,0.6418103575706482,0.8639130592346191,0.7571428418159485,0.2369959987688519,0.24967746772178265,0.24998790170132323,0.20322008721577947,0.23222222222222233,0.20422786939889845,0.2298898260998811,0.11756729678638941,0.18387755102040818
5,5,256,0.2,0.1,0.2,0.6627845168113708,0.223501215930209,0.6166666746139526,0.5195918083190918,0.5386956930160522,0.723778486251831,0.6234432458877563,0.7039840817451477,0.6245689392089844,0.8734782934188843,0.7289795875549316,0.23638888888888884,0.24961615993336106,0.24850264650283554,0.1999231822088298,0.23476177058594644,0.20839050173806767,0.23448257282996435,0.11051398865784498,0.1975683465222824
20,2,256,0.2,0.1,0.2,0.6626506447792053,0.22354478153578172,0.6201754808425903,0.5179591774940491,0.5365217328071594,0.7296416759490967,0.6087912321090698,0.686454176902771,0.6508620381355286,0.8713043928146362,0.7322449088096619,0.2355578639581409,0.24967746772178265,0.24866616257088847,0.1972646924635805,0.2381644728897476,0.21523483754226125,0.22724063614744353,0.11213308128544423,0.1960623073719284
20,5,256,0.1,0.2,0.2,0.6611334085464478,0.22403602012791116,0.5982456207275391,0.5012245178222656,0.5239130258560181,0.7413680553436279,0.6153846383094788,0.6820717453956604,0.6275861859321594,0.8952174186706543,0.7493877410888672,0.24034779932286862,0.24999850062473963,0.24942816635160683,0.19174145083767472,0.23668639053254442,0.21684989127156715,0.23372175980975027,0.09380321361058602,0.18780574760516447
10,2,256,0.1,0.1,0.1,0.6609103083610535,0.2241078728120873,0.6109649538993835,0.5081632733345032,0.5252174139022827,0.7270358204841614,0.6358974575996399,0.686454176902771,0.6405172348022461,0.8821739554405212,0.7179591655731201,0.23768678824253614,0.24993336109954187,0.24936408317580339,0.19845473161518953,0.23153188691650228,0.21523483754226125,0.23025490487514869,0.10394310018903591,0.20249379425239483
20,5,256,0.2,0.2,0.1,0.6602410674095154,0.22432283350268545,0.5855263471603394,0.4946938753128052,0.5395652055740356,0.7397394180297852,0.6021978259086609,0.672908365726471,0.6491379141807556,0.9026086926460266,0.7436734437942505,0.24268524930747926,0.24997184506455647,0.2484345935727789,0.19252501352799495,0.23955560922593894,0.22010269678259078,0.2277578775267539,0.08790623818525518,0.19062324031653483
5,2,256,0.2,0.1,0.2,0.6593485474586487,0.22460805391231242,0.6114035248756409,0.48734694719314575,0.5269565582275391,0.7205211520195007,0.6029304265975952,0.7199203372001648,0.6349138021469116,0.8752174377441406,0.7448979616165161,0.23758925823330254,0.2498399000416493,0.24927334593572778,0.2013704124181689,0.23940533215258492,0.20163505341185056,0.23179826843043994,0.10921190926275993,0.1900249895876718
10,2,256,0.2,0.1,0.2,0.6593039035797119,0.22462227311745867,0.6008772253990173,0.5069387555122375,0.5395652055740356,0.710423469543457,0.6274725198745728,0.6868525743484497,0.6387931108474731,0.8926087021827698,0.7220408320426941,0.2398237919359803,0.24995185339441897,0.24843459357277883,0.2057219705248862,0.23375075473976573,0.21508610974428974,0.23073647443519615,0.09585841209829868,0.20069787588504787
20,2,128,0.1,0.2,0.1,0.6590362191200256,0.22470750471766587,0.6004385948181152,0.5167347192764282,0.5404347777366638,0.710423469543457,0.627106249332428,0.7047808766365051,0.6560344696044922,0.837826132774353,0.7265306115150452,0.23991208833487226,0.24971995002082464,0.2483650283553875,0.2057219705248862,0.2338440070308202,0.20806479262233937,0.22565324019024968,0.13587353497164462,0.1986838817159517
20,5,256,0.2,0.1,0.2,0.6588129997253418,0.22477842153481797,0.5969298481941223,0.5191836953163147,0.5386956930160522,0.7241042256355286,0.6124542355537415,0.6749004125595093,0.6241379380226135,0.8921739459037781,0.7359183430671692,0.24060460911049553,0.2496319866722199,0.2485026465028355,0.1997772920667594,0.2373540501013028,0.21940985063729146,0.23458977407847803,0.09619962192816635,0.19434252394835483
20,2,256,0.1,0.1,0.2,0.6567157506942749,0.22544017310752254,0.6070175766944885,0.5069387555122375,0.5534783005714417,0.7123778462409973,0.6025640964508057,0.6581673622131348,0.639224112033844,0.8926087021827698,0.7338775396347046,0.23854724530624805,0.24995185339441897,0.24714007561436674,0.20489564876019906,0.23948060486522024,0.22498309550642054,0.2306166394173603,0.09585841209829868,0.1953012911286964
10,5,256,0.2,0.1,0.1,0.656180202960968,0.22560772118171732,0.6100877523422241,0.5024489760398865,0.5178260803222656,0.7247557044029236,0.6161172389984131,0.6772908568382263,0.6409482955932617,0.8786956667900085,0.7253060936927795,0.23788069405971068,0.24999400249895876,0.24968223062381853,0.19948487517108934,0.23651679212118776,0.21856795923874223,0.23013358353151012,0.10658960302457465,0.19923715118700544
5,5,256,0.1,0.2,0.1,0.6539044976234436,0.22631340275077205,0.6026315689086914,0.504897952079773,0.5186956524848938,0.7140064835548401,0.6139194369316101,0.6852589845657349,0.6331896781921387,0.873913049697876,0.7277551293373108,0.2394667590027701,0.24997600999583505,0.24965047258979206,0.2042012116839436,0.23702236713225727,0.21567911620450467,0.23226051575505344,0.11018903591682419,0.19812761349437735
5,5,256,0.2,0.1,0.1,0.6530566811561584,0.22657365542292127,0.6008772253990173,0.5102040767669678,0.5378261208534241,0.7211726307868958,0.6025640964508057,0.6780876517295837,0.6215516924858093,0.8960869908332825,0.6995918154716492,0.2398237919359803,0.24989587671803412,0.24856918714555762,0.20108266400704514,0.23948060486522024,0.2182847891303313,0.23522517835909632,0.09311512287334593,0.21016309870887123
10,5,256,0.1,0.1,0.1,0.6525657773017883,0.2267236709244634,0.5899122953414917,0.5057142972946167,0.5356521606445312,0.709771990776062,0.6153846383094788,0.6593625545501709,0.6340517401695251,0.8930435180664062,0.7220408320426941,0.241915781779009,0.24996734693877554,0.2487289224952741,0.2059957134823711,0.23668639053254442,0.22460357772098857,0.23203013525564808,0.09551682419659735,0.20069787588504787
5,5,256,0.1,0.1,0.1,0.650602400302887,0.22731891421106115,0.5807017683982849,0.5199999809265137,0.5213043689727783,0.7156351804733276,0.6157509088516235,0.6613546013832092,0.6340517401695251,0.8708695769309998,0.7228571176528931,0.24348722683902743,0.2496,0.24954612476370516,0.20350146951161285,0.23660172550282443,0.22396469897303214,0.23203013525564808,0.11245576559546314,0.20033469387755098
10,5,256,0.1,0.1,0.2,0.6505577564239502,0.2273323528632852,0.5811403393745422,0.508571445941925,0.5473912954330444,0.7110748887062073,0.6043956279754639,0.6410358548164368,0.6198275685310364,0.9034782648086548,0.7310203909873962,0.24341624345952598,0.24992653061224493,0.24775406427221172,0.2054473787520292,0.23910155778287648,0.23010888716052127,0.23564134958382876,0.08720529300567106,0.19662957101207829
5,2,256,0.1,0.1,0.1,0.6505131721496582,0.2273457875330964,0.588596522808075,0.5224489569664001,0.532608687877655,0.7055374383926392,0.6216117143630981,0.6466135382652283,0.6241379380226135,0.8886956572532654,0.7155101895332336,0.24215066174207453,0.24949604331528527,0.2489366729678639,0.20775435283132979,0.23521058916663312,0.2285044681830447,0.23458977407847798,0.0989156899810964,0.20355535193669305
20,5,256,0.1,0.1,0.1,0.650468647480011,0.22735921822049474,0.6004385948181152,0.5073469281196594,0.5204347968101501,0.7055374383926392,0.6106227040290833,0.6780876517295837,0.6051723957061768,0.8904348015785217,0.726938784122467,0.23991208833487226,0.2499460224906289,0.2495824196597354,0.20775435283132979,0.23776261589448403,0.2182847891303313,0.2389387633769322,0.09756068052930056,0.1984987921699292
5,2,256,0.2,0.1,0.1,0.6496652960777283,0.2276002896010638,0.5986842513084412,0.508571445941925,0.5243478417396545,0.7045602202415466,0.607692301273346,0.6569721102714539,0.6387931108474731,0.8773913383483887,0.7228571176528931,0.24026142659279784,0.24992653061224493,0.24940718336483933,0.2081550997888572,0.23840236686390534,0.22535975619434612,0.23073647443519615,0.1075758034026465,0.20033469387755104
